400001;2;SATISFACTION;2026-01-05 10:21:00;8.5;;;;
400000;2;SATISFACTION;2026-01-05 13:27:00;8.7;;;;
400004;2;SATISFACTION;2026-01-05 14:29:00;8.3;;;;
400002;2;SATISFACTION;2026-01-05 14:57:00;9.0;;;;
400003;2;SATISFACTION;2026-01-05 16:45:00;8.1;;;;
400006;2;SATISFACTION;2026-01-19 09:28:00;7.8;;;;
400008;2;SATISFACTION;2026-01-19 10:10:00;8.5;;;;
400009;2;SATISFACTION;2026-01-19 12:42:00;7.5;;;;
400005;2;SATISFACTION;2026-01-19 13:43:00;8.1;;;;
400007;2;SATISFACTION;2026-01-19 14:10:00;8.4;;;;
400013;2;SATISFACTION;2026-02-02 09:52:00;7.7;;;;
400014;2;SATISFACTION;2026-02-02 12:31:00;8.7;;;;
400011;2;SATISFACTION;2026-02-02 14:34:00;8.4;;;;
400012;2;SATISFACTION;2026-02-02 14:47:00;8.7;;;;
400010;2;SATISFACTION;2026-02-02 15:29:00;8.0;;;;
400018;2;SATISFACTION;2026-02-16 10:00:00;7.9;;;;
400017;2;SATISFACTION;2026-02-16 10:26:00;8.5;;;;
400019;2;SATISFACTION;2026-02-16 13:45:00;7.0;;;;
400015;2;SATISFACTION;2026-02-16 16:36:00;8.9;;;;
400016;2;SATISFACTION;2026-02-16 16:42:00;7.9;;;;
400021;2;SATISFACTION;2026-03-02 09:50:00;7.7;;;;
400023;2;SATISFACTION;2026-03-02 12:17:00;8.4;;;;
400022;2;SATISFACTION;2026-03-02 13:15:00;8.3;;;;
400020;2;SATISFACTION;2026-03-02 15:08:00;7.8;;;;
400024;2;SATISFACTION;2026-03-02 15:09:00;7.4;;;;
400025;2;SATISFACTION;2026-03-16 10:11:00;6.9;;;;
400029;2;SATISFACTION;2026-03-16 11:56:00;8.5;;;;
400028;2;SATISFACTION;2026-03-16 14:23:00;7.9;;;;
400026;2;SATISFACTION;2026-03-16 15:42:00;7.4;;;;
400027;2;SATISFACTION;2026-03-16 15:45:00;8.1;;;;
400030;2;SATISFACTION;2026-04-06 10:21:00;7.9;;;;
400033;2;SATISFACTION;2026-04-06 11:07:00;8.0;;;;
400032;2;SATISFACTION;2026-04-06 12:35:00;8.4;;;;
400031;2;SATISFACTION;2026-04-06 12:52:00;6.8;;;;
400034;2;SATISFACTION;2026-04-06 16:36:00;8.5;;;;
400035;2;SATISFACTION;2026-04-20 09:41:00;7.4;;;;
400038;2;SATISFACTION;2026-04-20 09:42:00;7.7;;;;
400037;2;SATISFACTION;2026-04-20 10:53:00;7.6;;;;
400039;2;SATISFACTION;2026-04-20 11:37:00;7.8;;;;
400036;2;SATISFACTION;2026-04-20 14:39:00;7.5;;;;
400044;2;SATISFACTION;2026-05-04 09:02:00;7.2;;;;
400041;2;SATISFACTION;2026-05-04 09:35:00;7.3;;;;
400040;2;SATISFACTION;2026-05-04 10:11:00;6.6;;;;
400042;2;SATISFACTION;2026-05-04 12:15:00;7.1;;;;
400043;2;SATISFACTION;2026-05-04 13:42:00;8.5;;;;
400048;2;SATISFACTION;2026-05-18 09:35:00;7.4;;;;
400047;2;SATISFACTION;2026-05-18 11:58:00;7.1;;;;
400045;2;SATISFACTION;2026-05-18 12:52:00;7.1;;;;
400046;2;SATISFACTION;2026-05-18 13:26:00;7.2;;;;
400049;2;SATISFACTION;2026-05-18 14:59:00;7.3;;;;
400054;2;SATISFACTION;2026-06-01 09:00:00;6.7;;;;
400052;2;SATISFACTION;2026-06-01 09:24:00;6.3;;;;
400050;2;SATISFACTION;2026-06-01 14:25:00;7.0;;;;
400053;2;SATISFACTION;2026-06-01 14:49:00;7.9;;;;
400051;2;SATISFACTION;2026-06-01 15:57:00;7.7;;;;
400057;2;SATISFACTION;2026-06-15 10:54:00;7.7;;;;
400055;2;SATISFACTION;2026-06-15 10:59:00;7.1;;;;
400058;2;SATISFACTION;2026-06-15 13:02:00;6.7;;;;
400059;2;SATISFACTION;2026-06-15 13:22:00;7.5;;;;
400056;2;SATISFACTION;2026-06-15 15:19:00;6.9;;;;
400060;2;SATISFACTION;2026-07-06 09:29:00;7.0;;;;
400061;2;SATISFACTION;2026-07-06 10:20:00;7.2;;;;
400064;2;SATISFACTION;2026-07-06 12:24:00;6.2;;;;
400063;2;SATISFACTION;2026-07-06 13:40:00;7.4;;;;
400062;2;SATISFACTION;2026-07-06 13:49:00;7.3;;;;
400067;2;SATISFACTION;2026-07-20 10:21:00;6.0;;;;
400066;2;SATISFACTION;2026-07-20 10:39:00;7.5;;;;
400068;2;SATISFACTION;2026-07-20 13:26:00;7.2;;;;
400065;2;SATISFACTION;2026-07-20 15:09:00;7.3;;;;
400069;2;SATISFACTION;2026-07-20 15:48:00;6.9;;;;
400073;2;SATISFACTION;2026-08-03 09:20:00;6.8;;;;
400071;2;SATISFACTION;2026-08-03 11:04:00;6.2;;;;
400074;2;SATISFACTION;2026-08-03 11:44:00;6.8;;;;
400072;2;SATISFACTION;2026-08-03 11:49:00;6.8;;;;
400070;2;SATISFACTION;2026-08-03 12:59:00;7.3;;;;
400077;2;SATISFACTION;2026-08-17 09:07:00;6.9;;;;
400078;2;SATISFACTION;2026-08-17 13:12:00;8.0;;;;
400076;2;SATISFACTION;2026-08-17 13:52:00;8.1;;;;
400079;2;SATISFACTION;2026-08-17 15:01:00;7.3;;;;
400075;2;SATISFACTION;2026-08-17 16:49:00;6.7;;;;
400084;2;SATISFACTION;2026-09-07 09:18:00;6.7;;;;
400081;2;SATISFACTION;2026-09-07 09:55:00;7.4;;;;
400083;2;SATISFACTION;2026-09-07 11:12:00;7.2;;;;
400082;2;SATISFACTION;2026-09-07 15:17:00;7.0;;;;
400080;2;SATISFACTION;2026-09-07 15:30:00;5.8;;;;
400086;2;SATISFACTION;2026-09-21 11:55:00;5.6;;;;
